FID,Box,x,y,adj,Species,number,Grid ref,Lat,Lng,NEAR_FID,NEAR_DIST,Bearing
1037,SW45,446699,207484,130,G,45,SP4669907484,51.764097,-1.3247269,514,23.1806756,300
1038,SW46,446668,207456,0,G,46,SP4666807456,51.763848,-1.3251798,516,4.586702434,210
1039,SW47,446646,207424,0,G,47,SP4664607424,51.763562,-1.3255029,518,21.67865313,165
1040,SW48,446628,207377,20,G,48,SP4662807377,51.763141,-1.32577,518,63.49370614,340
1041,SW49,446666,207377,310,G,49,SP4666607377,51.763138,-1.3252194,518,72.01880747,70
1042,SW49A,446674,207370,150,G,0,SP4667407370,51.763074,-1.3251044,519,78.77180899,310
1043,SW5,446321,207891,160,G,5,SP4632107891,51.767788,-1.3301496,784,17.65640453,180
1044,SW50,446720,207437,230,G,50,SP4672007437,51.763673,-1.324429,514,29.27474698,50
1045,SW51,446734,207471,130,G,51,SP4673407471,51.763978,-1.3242215,514,21.93154346,180
1046,SW52,446742,207422,0,G,52,SP4674207422,51.763536,-1.3241122,519,31.5615601,150
1047,SW53,446714,207380,0,G,53,SP4671407380,51.763161,-1.3245235,519,37.58068892,240
1048,SW54,446789,207360,0,G,54,SP4678907360,51.762975,-1.3234396,521,22.10400792,0
1049,SW55,446791,207401,160,G,55,SP4679107401,51.763343,-1.3234051,521,26.66332348,130
1050,SW56,446817,207437,150,G,56,SP4681707437,51.763665,-1.3230235,520,70.63617752,180
1051,SW57,446878,207438,0,G,57,SP4687807438,51.763669,-1.3221396,513,74.14122841,90
1052,SW58,446859,207385,0,G,58,SP4685907385,51.763194,-1.322422,522,62.92827752,180
1053,SW59,446847,207338,0,G,59,SP4684707338,51.762772,-1.3226022,522,29.20738087,0
1054,SW6,446327,207837,160,G,6,SP4632707837,51.767302,-1.3300699,786,16.10023834,180
1055,SW60,446894,207301,340,G,60,SP4689407301,51.762436,-1.3219262,528,5.618579518,140
1056,SW61,446890,207349,0,G,61,SP4689007349,51.762868,-1.3219777,525,43.34250982,20
1057,SW61A,446964,207330,0,G,0,SP4696407330,51.762691,-1.3209081,532,11.05804414,290
1058,SW62,446899,207379,0,G,62,SP4689907379,51.763137,-1.3218432,513,37.56130073,200
1059,SW63,446960,207395,0,G,63,SP4696007395,51.763275,-1.3209573,513,25.62054133,30
1060,SW64,447007,207380,0,G,64,SP4700707380,51.763137,-1.3202783,512,22.1949751,270
1061,SW65,447015,207353,0,G,65,SP4701507353,51.762893,-1.3201661,533,35.71340653,130
1062,SW66,446954,207289,0,G,66,SP4695407289,51.762323,-1.3210585,530,26.44424524,310
1063,SW67,446997,207306,0,G,67,SP4699707306,51.762472,-1.3204332,535,12.49418007,280
1064,SW68,447039,207297,320,G,68,SP4703907297,51.762388,-1.3198259,591,32.51044351,20
1065,SW69,447057,207347,0,G,69,SP4705707347,51.762836,-1.3195584,510,24.78699794,230
1066,SW7,446331,207802,150,G,7,SP4633107802,51.766987,-1.3300166,786,27.93072235,180
1067,SW70,447032,207398,150,G,70,SP4703207398,51.763296,-1.3199137,512,19.50014117,180
1068,SW71,447051,207419,270,G,71,SP4705107419,51.763484,-1.3196356,511,2.760581704,300
1069,SW72,447082,207382,180,G,72,SP4708207382,51.763148,-1.3191914,510,35.16875275,130
1070,SW73,447094,207299,340,G,73,SP4709407299,51.762401,-1.3190288,589,19.83546553,330
1071,SW74,447143,207299,30,G,74,SP4714307299,51.762397,-1.3183188,581,10.44108687,50
1072,SW75,447124,207331,230,G,75,SP4712407331,51.762686,-1.3185898,586,18.80164481,150
1073,SW76,447158,207353,250,G,76,SP4715807353,51.762881,-1.3180942,507,2.723643144,110
1074,SW77,447192,207300,0,G,77,SP4719207300,51.762402,-1.3176088,576,3.781855649,330
1075,SW78,447192,207354,160,G,78,SP4719207354,51.762887,-1.3176014,504,0.888313778,60
1076,SW79,447232,207359,0,G,79,SP4723207359,51.762929,-1.3170212,501,2.695160737,20
1077,SW8,446281,207775,230,G,8,SP4628107775,51.766748,-1.3307447,1553,14.62627455,240
1078,SW80,447250,207306,150,G,80,SP4725007306,51.762451,-1.3167676,572,6.026791071,60
1079,SW80A,447326,207327,180,G,0,SP4732607327,51.762633,-1.3156636,570,4.687564551,120
1080,SW81,447280,207373,0,G,81,SP4728007373,51.763051,-1.3163239,499,9.956952643,170
1081,SW82,447327,207377,0,G,82,SP4732707377,51.763083,-1.3156423,491,2.241859732,290
1082,SW83,447438,207317,0,G,83,SP4743807317,51.762534,-1.3140423,557,6.771543613,330
1083,SW84,447398,207336,60,G,84,SP4739807336,51.762708,-1.3146192,563,6.730449439,350
1084,SW84A,447375,207310,180,G,0,SP4737507310,51.762476,-1.314956,564,15.00706309,120
1085,SW85,447385,207378,0,G,85,SP4738507378,51.763087,-1.3148019,486,6.456459184,270
1086,SW86,447401,207320,0,G,86,SP4740107320,51.762564,-1.3145779,563,10.27455893,320
1087,SW87,447421,207387,0,G,87,SP4742107387,51.763165,-1.314279,485,22.5428366,270
1088,SW88,447468,207293,0,G,88,SP4746807293,51.762316,-1.3136109,558,26.87382151,100
